order,url,name,description,star
1649851801-2214,https://github.com/search?l=Java&o=desc&p=56&q=in%3Adescription+microservice&s=stars&type=Repositories,AdamBien/javaee-calculator,Java EE Microservices Example,10
1649851947-2723,https://github.com/search?l=Java&o=desc&p=5&q=in%3Adescription+microservice&s=stars&type=Repositories,scalecube/scalecube-services,"a microservices library - scalecube-services is a high throughput, low latency reactive microservices library built t…",541
1649851868-2444,https://github.com/search?l=Java&o=desc&p=33&q=in%3Adescription+microservice&s=stars&type=Repositories,cristinanegrean/spring-cloud-stream-kafka,Fancy Dress Worker Service: Event Driven Microservice with Spring Cloud Stream & Apache Kafka Broker,24
1649851913-2600,https://github.com/search?l=Java&o=desc&p=17&q=in%3Adescription+microservice&s=stars&type=Repositories,matthewgallina/smockin,"Dynamic API, S3 & Mail mocking for web, mobile & microservice development.",69
1649851919-2621,https://github.com/search?l=Java&o=desc&p=15&q=in%3Adescription+microservice&s=stars&type=Repositories,craftingjava/springuni-particles,Small and re-usable modules for building microservices,88
1649851768-2103,https://github.com/search?l=Java&o=desc&p=67&q=in%3Adescription+microservice&s=stars&type=Repositories,Java-Techie-jt/elk-stack-logging-example,How to perform centralize logging in microservice architecture using ELK Stack,7
1649851805-2223,https://github.com/search?l=Java&o=desc&p=55&q=in%3Adescription+microservice&s=stars&type=Repositories,kawasima/strong-zero,A synchronization tool for microservices.,11
1649851936-2682,https://github.com/search?l=Java&o=desc&p=9&q=in%3Adescription+microservice&s=stars&type=Repositories,christian-posta/envoy-microservices-patterns,Set of demos to demonstrate Envoy Proxy for resilient microservices patterns,204
1649851942-2700,https://github.com/search?l=Java&o=desc&p=7&q=in%3Adescription+microservice&s=stars&type=Repositories,PacktPublishing/Hands-On-Microservices-with-Spring-Boot-and-Spring-Cloud,"Hands-On Microservices with Spring Boot and Spring Cloud, published by Packt",362
1649851922-2630,https://github.com/search?l=Java&o=desc&p=14&q=in%3Adescription+microservice&s=stars&type=Repositories,ewolff/microservice-consul,Sample of a Microservice setup for my book ported to Consul / Apache httpd. Based on Spring Cloud / Netflix / Java / …,101
1649851916-2613,https://github.com/search?l=Java&o=desc&p=16&q=in%3Adescription+microservice&s=stars&type=Repositories,IF1007/if1007,Desenvolvimento de Aplica??es com Arquitetura Baseada em Microservices,74
1649851744-2021,https://github.com/search?l=Java&o=desc&p=75&q=in%3Adescription+microservice&s=stars&type=Repositories,marcust/jzenith,An opinionated approach to building modern Java Microservices,6
1649851879-2484,https://github.com/search?l=Java&o=desc&p=29&q=in%3Adescription+microservice&s=stars&type=Repositories,sherxon/microservice-architecture,"POC: Microservice Architecture Pattern using Spring Boot and netflix applications: It includes API Gateway, Service D…",29
1649851842-2351,https://github.com/search?l=Java&o=desc&p=42&q=in%3Adescription+microservice&s=stars&type=Repositories,IBM/template-java-spring,Github Template that uses Spring Boot with Java a BFF or Microservice API with Open API Specification,16
1649851916-2619,https://github.com/search?l=Java&o=desc&p=16&q=in%3Adescription+microservice&s=stars&type=Repositories,xebialabs/e-commerce-microservice,E-commerce microservice demo application,69
1649851780-2144,https://github.com/search?l=Java&o=desc&p=63&q=in%3Adescription+microservice&s=stars&type=Repositories,piomin/sample-microservices-protobuf,creating microservices with rest http api exposed over google protocol buffer on spirng-boot,8
1649851777-2133,https://github.com/search?l=Java&o=desc&p=64&q=in%3Adescription+microservice&s=stars&type=Repositories,G1GC/dropwizard-microservices-example,An example project that demonstrates how to create microservices with Dropwizard,8
1649851713-1919,https://github.com/search?l=Java&o=desc&p=86&q=in%3Adescription+microservice&s=stars&type=Repositories,ghkim3221/tollgate,An API gateway for your microservice.,5
1649851684-1812,https://github.com/search?l=Java&o=desc&p=96&q=in%3Adescription+microservice&s=stars&type=Repositories,ibm-cloud-architecture/refarch-jee-monolith-to-microservices,A component of the https://github.com/ibm-cloud-architecture/refarch-jee reference application. This repository conta…,4
1649851774-2127,https://github.com/search?l=Java&o=desc&p=65&q=in%3Adescription+microservice&s=stars&type=Repositories,timwhit/lego,The Lego Monolith – A monolith microservice POC,8
1649851902-2563,https://github.com/search?l=Java&o=desc&p=21&q=in%3Adescription+microservice&s=stars&type=Repositories,lijingyao/microservice_coffeeshop,"An example of microservice architecture with SpringBoot,SpringCloud-Eureka,JPA and so on.You can build docker image w…",49
1649851765-2096,https://github.com/search?l=Java&o=desc&p=68&q=in%3Adescription+microservice&s=stars&type=Repositories,zion3mx/spring-boot-dynamodb-example,"This repository contains Microservice example built with Spring Boot, AWS DynamoDB, Gradle, with full test and integr…",7
1649851819-2271,https://github.com/search?l=Java&o=desc&p=50&q=in%3Adescription+microservice&s=stars&type=Repositories,amoraes/spring-cloud-ecs-example,Spring Cloud microservices using AWS ECS,12
1649851704-1884,https://github.com/search?l=Java&o=desc&p=89&q=in%3Adescription+microservice&s=stars&type=Repositories,p-jacobo2012240/microservices-with-gql,This project is elaborated with spring framework 5 implementing an api gateway in which various microservices interac…,5
1649851888-2511,https://github.com/search?l=Java&o=desc&p=26&q=in%3Adescription+microservice&s=stars&type=Repositories,rafaelcam/delivery,"Projeto Delivery, exemplo do curso ""Arquitetura de Microservices com Spring Cloud e Spring Boot"".",35
1649851675-1786,https://github.com/search?l=Java&o=desc&p=99&q=in%3Adescription+microservice&s=stars&type=Repositories,cemnura/helidon-lab,Repository for learning development of microservices with Helidon,4
1649851780-2145,https://github.com/search?l=Java&o=desc&p=63&q=in%3Adescription+microservice&s=stars&type=Repositories,deors/deors-demos-microservices,"Demonstration of an exemplar microservices stack based in Spring Boot, Spring Cloud and Netflix OSS",8
1649851953-2744,https://github.com/search?l=Java&o=desc&p=3&q=in%3Adescription+microservice&s=stars&type=Repositories,eventuate-tram/eventuate-tram-core,Transactional messaging for microservices,733
1649851956-2758,https://github.com/search?l=Java&o=desc&p=2&q=in%3Adescription+microservice&s=stars&type=Repositories,sitewhere/sitewhere,SiteWhere is an industrial strength open-source application enablement platform for the Internet of Things (IoT). It …,876
1649851834-2323,https://github.com/search?l=Java&o=desc&p=45&q=in%3Adescription+microservice&s=stars&type=Repositories,Ailubby/JMPisces,infrastructure components of Microservice base on Jhipster,15
1649851760-2071,https://github.com/search?l=Java&o=desc&p=70&q=in%3Adescription+microservice&s=stars&type=Repositories,yupiik/uship,Uship (μship) is a lightweight microservice stack for modern applications.,7
1649851811-2244,https://github.com/search?l=Java&o=desc&p=53&q=in%3Adescription+microservice&s=stars&type=Repositories,ibm-cloud-architecture/refarch-kc-order-ms,"KContainer shipment microservices for order management to illustrate CQRS, Event Sourcing, and event-driven architect…",11
1649851690-1836,https://github.com/search?l=Java&o=desc&p=94&q=in%3Adescription+microservice&s=stars&type=Repositories,triforkams/spring-ms-webinar,Code for the microservices w/ Spring Cloud & Netflix webinar,4
1649851819-2277,https://github.com/search?l=Java&o=desc&p=50&q=in%3Adescription+microservice&s=stars&type=Repositories,greenlearner01/Microservices,"Code for microservices which are build with spring boot, micronaut and other available frameworks",12
1649851693-1843,https://github.com/search?l=Java&o=desc&p=93&q=in%3Adescription+microservice&s=stars&type=Repositories,rodrigoruizbaca/spring-cloud-microservices-starter,Starter for an spring cloud microservices based project using mongoDB,4
1649851908-2589,https://github.com/search?l=Java&o=desc&p=19&q=in%3Adescription+microservice&s=stars&type=Repositories,kumuluz/kumuluzee-samples,"KumuluzEE samples demonstrate how to get started using KumuluzEE microservice framework. They provide small, specific…",51
1649851831-2319,https://github.com/search?l=Java&o=desc&p=46&q=in%3Adescription+microservice&s=stars&type=Repositories,william-tran/microservice-security-jose,"Using JOSE for end to end microservice security. First presented at microXchg Berlin, Feb 2017.",14
1649851757-2063,https://github.com/search?l=Java&o=desc&p=71&q=in%3Adescription+microservice&s=stars&type=Repositories,microservices-practical/microservices-v7,Learn Microservices with Spring Boot - v7,6
1649851699-1867,https://github.com/search?l=Java&o=desc&p=91&q=in%3Adescription+microservice&s=stars&type=Repositories,adityajadhav/spring-boot-rest-example,Spring Boot "Microservice" Multi Module Example Project + in-memory database + embedded Tomcat + Swagger 2,4
1649851805-2221,https://github.com/search?l=Java&o=desc&p=55&q=in%3Adescription+microservice&s=stars&type=Repositories,SDUOJ/sduoj-server,This is the microservice server of the SDUOJ.,11
1649851902-2566,https://github.com/search?l=Java&o=desc&p=21&q=in%3Adescription+microservice&s=stars&type=Repositories,huangjava/spring-cloud-docker-microservice-book-code,《Spring Cloud与Docker微服务架构实战》配套源码 转自http://git.oschina.net/itmuch/spring-cloud-docker-microservice-book-code,47
1649851842-2354,https://github.com/search?l=Java&o=desc&p=42&q=in%3Adescription+microservice&s=stars&type=Repositories,microsoft/spring-cloud-playground,Azure Spring Cloud Playground helps you scaffold and generate Microservice projects,16
1649851913-2604,https://github.com/search?l=Java&o=desc&p=17&q=in%3Adescription+microservice&s=stars&type=Repositories,cdelmas/microservices-comparison,A sample project to compare Microservices libraries.,67
1649851690-1833,https://github.com/search?l=Java&o=desc&p=94&q=in%3Adescription+microservice&s=stars&type=Repositories,afym/java-microservice-application,A simple microservice application for testing on kubernetes,4
1649851911-2593,https://github.com/search?l=Java&o=desc&p=18&q=in%3Adescription+microservice&s=stars&type=Repositories,kbastani/spring-cloud-event-sourcing-example,Spring Cloud reference application for building an online store as microservices that use event sourcing,61
1649851902-2560,https://github.com/search?l=Java&o=desc&p=21&q=in%3Adescription+microservice&s=stars&type=Repositories,RadianceL/smile-monitor-starter,Microservice system monitoring,49
1649851859-2416,https://github.com/search?l=Java&o=desc&p=36&q=in%3Adescription+microservice&s=stars&type=Repositories,microservices-practical/microservices-v5,Learn Microservices with Spring Boot - v5,20
1649851724-1952,https://github.com/search?l=Java&o=desc&p=82&q=in%3Adescription+microservice&s=stars&type=Repositories,onlyfullstack/microservices-with-spring-cloud,This repo contains the Microservices with Spring Cloud.,5
1649851939-2697,https://github.com/search?l=Java&o=desc&p=8&q=in%3Adescription+microservice&s=stars&type=Repositories,in28minutes/kubernetes-crash-course,Learn Kubernetes and Docker with Google Kubernetes Engine deploying Spring Boot Microservices,226
1649851780-2148,https://github.com/search?l=Java&o=desc&p=63&q=in%3Adescription+microservice&s=stars&type=Repositories,UST-MICO/mico,A Management System for Microservice Compositions,8
1649851733-1981,https://github.com/search?l=Java&o=desc&p=79&q=in%3Adescription+microservice&s=stars&type=Repositories,VictorGil/cadence_transfers_recording_service,"Example/PoC of how to use Uber Cadence in order to implement event-driven microservices, together with Apache Kafka.",6
1649851836-2337,https://github.com/search?l=Java&o=desc&p=44&q=in%3Adescription+microservice&s=stars&type=Repositories,open-hand/test-manager-service,This service is the management center of the Choerodon Microservices Framework. It`s main functions include configura…,15
1649851704-1885,https://github.com/search?l=Java&o=desc&p=89&q=in%3Adescription+microservice&s=stars&type=Repositories,bruno78/fullstack-dashboard,A Dashboard created using microservices in Spring Boot and React to display weekly Dow Jone and Bitcoin values,5
1649851871-2459,https://github.com/search?l=Java&o=desc&p=32&q=in%3Adescription+microservice&s=stars&type=Repositories,amran-bd/Oauth2Secure-microservices-architecture-apiGateway-springCloud-netflixOSS-PostgreSQL-full-demo,I wanted a solution where we can easily captured Oauth2 and Oauth2 client for the secure communication with all of the …,25
1649851811-2243,https://github.com/search?l=Java&o=desc&p=53&q=in%3Adescription+microservice&s=stars&type=Repositories,xm-online/xm-ms-entity,XM^online 2 - Microservice for Domain Objects,11
1649851798-2204,https://github.com/search?l=Java&o=desc&p=57&q=in%3Adescription+microservice&s=stars&type=Repositories,damoresa/microservices,"Small project containing a microservices test featuring: Spring Boot (Jetty), Spring Cloud libraries, Netflix OSS too…",10
